CODICE_CATASTALE;COMUNE;NUMERO;DATA_REGOLAMENTO;DATA_PUBBLICAZIONE;PR;REGIONE;FILE_REGOLAMENTO;FILE_DELIBERA;NOTE
B507;CAMPI BISENZIO;17;18/04/2023;08/08/2023;FI;Toscana;173816_CIMUNIC-16fi23b507d.pdf;173816_CIMUNIC-16fi23b507dAM.pdf;""
C101;CASTELFIORENTINO;6;08/02/2023;02/03/2023;FI;Toscana;167478_CIMUNIC-16fi23c101d.pdf;167478_CIMUNIC-16fi23c101dAM.pdf;""
C540;CERTALDO;5;01/03/2023;08/03/2023;FI;Toscana;;167630_CIMUNIC-16fi23c540dAM.pdf;""
D299;DICOMANO;19;12/04/2023;02/05/2023;FI;Toscana;169678_CIMUNIC-16fi23d299d.pdf;169678_CIMUNIC-16fi23d299dAM.pdf;""
D403;EMPOLI;19;15/03/2023;22/03/2023;FI;Toscana;168118_CIMUNIC-16fi23d403d.pdf;168118_CIMUNIC-16fi23d403dAM.pdf;""
D575;FIESOLE;31;27/04/2023;09/05/2023;FI;Toscana;170047_CIMUNIC-16fi23d575d.pdf;170047_CIMUNIC-16fi23d575dAM.pdf;""
D815;FUCECCHIO;41;30/05/2023;15/09/2023;FI;Toscana;174808_CIMUNIC-16fi23d815d.pdf;174808_CIMUNIC-16fi23d815dAM.pdf;""
E668;LONDA;20;23/05/2023;03/07/2023;FI;Toscana;172590_CIMUNIC-16fi23e668d.pdf;172590_CIMUNIC-16fi23e668dAM.pdf;""
F648;MONTESPERTOLI;43;27/04/2023;10/05/2023;FI;Toscana;170203_CIMUNIC-16fi23f648d.pdf;170203_CIMUNIC-16fi23f648dAM.pdf;""
G270;PALAZZUOLO SUL SENIO;16;26/05/2023;25/07/2023;FI;Toscana;173410_CIMUNIC-16fi23g270d.pdf;173410_CIMUNIC-16fi23g270dAM.pdf;""
H937;SAN GODENZO;16;25/05/2023;14/07/2023;FI;Toscana;172594_CIMUNIC-16fi23h937d.pdf;172594_CIMUNIC-16fi23h937dAM.pdf;""
B962;SCANDICCI;26;30/03/2023;28/06/2023;FI;Toscana;172701_CIMUNIC-16fi23b962d.pdf;172701_CIMUNIC-16fi23b962dAM.pdf;""
B962;SCANDICCI;26;30/03/2023;09/06/2023;FI;Toscana;171096_CIMUNIC-16fi23b962d.pdf;171096_CIMUNIC-16fi23b962dAM.pdf;""
F677;MONTIERI;12;31/05/2023;10/08/2023;GR;Toscana;173890_CIMUNIC-16gr23f677d.pdf;173890_CIMUNIC-16gr23f677dAM.pdf;""
G088;ORBETELLO;17;26/04/2023;08/06/2023;GR;Toscana;171887_CIMUNIC-16gr23g088d.pdf;171887_CIMUNIC-16gr23g088dAM.pdf;""
H570;ROSIGNANO MARITTIMO;16;28/02/2023;12/04/2023;LI;Toscana;168734_CIMUNIC-16li23h570d.pdf;168734_CIMUNIC-16li23h570dAM.pdf;""
A241;ALTOPASCIO;27;13/04/2023;27/04/2023;LU;Toscana;169470_CIMUNIC-16lu23a241d.pdf;169470_CIMUNIC-16lu23a241dAM.pdf;""
B760;CAREGGINE;14;27/04/2023;18/05/2023;LU;Toscana;170651_CIMUNIC-16lu23b760d.pdf;170651_CIMUNIC-16lu23b760dAM.pdf;""
C236;CASTELNUOVO DI GARFAGNANA;17;13/04/2023;18/05/2023;LU;Toscana;170657_CIMUNIC-16lu23c236d.pdf;170657_CIMUNIC-16lu23c236dAM.pdf;""
I622;SERAVEZZA;93;28/12/2022;17/01/2023;LU;Toscana;166053_CIMUNIC-16lu23i622d.pdf;166053_CIMUNIC-16lu23i622dAM.pdf;""
L926;VILLA COLLEMANDINA;20;30/05/2023;06/06/2023;LU;Toscana;171598_CIMUNIC-16lu23l926d.pdf;171598_CIMUNIC-16lu23l926dAM.pdf;""
B979;CASOLA IN LUNIGIANA;36;29/12/2022;09/01/2023;MS;Toscana;165784_CIMUNIC-16ms23b979d.pdf;165784_CIMUNIC-16ms23b979dAM.pdf;""
D735;FOSDINOVO;19;11/05/2023;20/06/2023;MS;Toscana;172170_CIMUNIC-16ms23d735d.pdf;172170_CIMUNIC-16ms23d735dAM.pdf;""
A864;BIENTINA;8;21/04/2023;03/10/2023;PI;Toscana;175517_CIMUNIC-16pi23a864d.pdf;175517_CIMUNIC-16pi23a864dAM.pdf;""
B647;CAPANNOLI;41;31/07/2023;30/08/2023;PI;Toscana;174299_CIMUNIC-16pi23b647d.pdf;174299_CIMUNIC-16pi23b647dAM.pdf;""
B950;CASCINA;17;05/04/2023;27/09/2023;PI;Toscana;175277_CIMUNIC-16pi23b950d.pdf;175277_CIMUNIC-16pi23b950dAM.pdf;""
F686;MONTOPOLI IN VAL D'ARNO;9;31/05/2023;27/09/2023;PI;Toscana;175275_CIMUNIC-16pi23f686d.pdf;175275_CIMUNIC-16pi23f686dAM.pdf;""
G254;PALAIA;37;31/07/2023;04/09/2023;PI;Toscana;174278_CIMUNIC-16pi23g254d.pdf;174278_CIMUNIC-16pi23g254dAM.pdf;""
G804;POMARANCE;32;31/05/2023;03/07/2023;PI;Toscana;172202_CIMUNIC-16pi23g804d.pdf;172202_CIMUNIC-16pi23g804dAM.pdf;""
G822;PONSACCO;23;27/04/2023;02/10/2023;PI;Toscana;175460_CIMUNIC-16pi23g822d.pdf;175460_CIMUNIC-16pi23g822dAM.pdf;""
A562;SAN GIULIANO TERME;26;27/04/2023;12/05/2023;PI;Toscana;169865_CIMUNIC-16pi23a562d.pdf;169865_CIMUNIC-16pi23a562dAM.pdf;""
I177;SANTA CROCE SULL'ARNO;21;27/04/2023;28/06/2023;PI;Toscana;171835_CIMUNIC-16pi23i177d.pdf;171835_CIMUNIC-16pi23i177dAM.pdf;""
I177;SANTA CROCE SULL'ARNO;21;27/04/2023;12/07/2023;PI;Toscana;172373_CIMUNIC-16pi23i177d.pdf;172373_CIMUNIC-16pi23i177dAM.pdf;""
L702;VECCHIANO;16;17/04/2023;08/05/2023;PI;Toscana;170067_CIMUNIC-16pi23l702d.pdf;170067_CIMUNIC-16pi23l702dAM.pdf;""
B794;CARMIGNANO;47;19/05/2023;09/06/2023;PO;Toscana;171850_CIMUNIC-16po23b794d.pdf;171850_CIMUNIC-16po23b794dAM.pdf;""
F572;MONTEMURLO;17;02/05/2023;24/05/2023;PO;Toscana;171027_CIMUNIC-16po23f572d.pdf;171027_CIMUNIC-16po23f572dAM.pdf;""
G999;PRATO;20;20/04/2023;21/07/2023;PO;Toscana;173321_CIMUNIC-16po23g999d.pdf;173321_CIMUNIC-16po23g999dAM.pdf;""
F410;MONTALE;29;28/04/2023;12/05/2023;PT;Toscana;170379_CIMUNIC-16pt23f410d.pdf;170379_CIMUNIC-16pt23f410dAM.pdf;""
A561;MONTECATINI-TERME;18;09/03/2023;16/05/2023;PT;Toscana;170507_CIMUNIC-16pt23a561d.pdf;170507_CIMUNIC-16pt23a561dAM.pdf;""
H109;QUARRATA;29;27/03/2023;13/04/2023;PT;Toscana;168875_CIMUNIC-16pt23h109d.pdf;168875_CIMUNIC-16pt23h109dAM.pdf;""
I660;SERRAVALLE PISTOIESE;C.C. 24;29/05/2023;03/11/2023;PT;Toscana;176691_CIMUNIC-16pt23i660d.pdf;176691_CIMUNIC-16pt23i660dAM.pdf;""
B984;CASOLE D'ELSA;25;29/05/2023;29/09/2023;SI;Toscana;175439_CIMUNIC-16si23b984d.pdf;175439_CIMUNIC-16si23b984dAM.pdf;""
C661;CHIUSDINO;21;31/05/2023;20/09/2023;SI;Toscana;175019_CIMUNIC-16si23c661d.pdf;175019_CIMUNIC-16si23c661dAM.pdf;""
C847;COLLE DI VAL D'ELSA;41;27/04/2023;02/10/2023;SI;Toscana;175525_CIMUNIC-16si23c847d.pdf;175525_CIMUNIC-16si23c847dAM.pdf;""
F605;MONTERONI D'ARBIA;23;31/07/2023;28/08/2023;SI;Toscana;174199_CIMUNIC-16si23f605d.pdf;174199_CIMUNIC-16si23f605dAM.pdf;""
I877;SOVICILLE;18;28/04/2023;13/06/2023;SI;Toscana;172050_CIMUNIC-16si23i877d.pdf;172050_CIMUNIC-16si23i877dAM.pdf;""
L303;TORRITA DI SIENA;31;28/04/2023;26/06/2023;SI;Toscana;172597_CIMUNIC-16si23l303d.pdf;172597_CIMUNIC-16si23l303dAM.pdf;""
A179;ALDINO;78;20/12/2022;14/03/2023;BZ;Trentino alto adige;167797_CIMUNIC-17bz23a179d.pdf;167797_CIMUNIC-17bz23a179dAM.pdf;""
A179;ALDINO;19;14/03/2023;17/04/2023;BZ;Trentino alto adige;169025_CIMUNIC-17bz23a179d.pdf;169025_CIMUNIC-17bz23a179dAM.pdf;""
A286;ANDRIANO;30;24/11/2022;05/01/2023;BZ;Trentino alto adige;165724_CIMUNIC-17bz23a286d.pdf;165724_CIMUNIC-17bz23a286dAM.pdf;""
A286;ANDRIANO;3;02/02/2023;16/02/2023;BZ;Trentino alto adige;167078_CIMUNIC-17bz23a286d.pdf;167078_CIMUNIC-17bz23a286dAM.pdf;""
A306;ANTERIVO;48/R/2022;22/12/2022;11/05/2023;BZ;Trentino alto adige;170288_CIMUNIC-17bz23a306d.pdf;170288_CIMUNIC-17bz23a306dAM.pdf;""
A306;ANTERIVO;11/R/2023;20/03/2023;14/04/2023;BZ;Trentino alto adige;168938_CIMUNIC-17bz23a306d.pdf;168938_CIMUNIC-17bz23a306dAM.pdf;""
A332;APPIANO SULLA STRADA DEL VINO;74;24/11/2022;02/01/2023;BZ;Trentino alto adige;165420_CIMUNIC-17bz23a332d.pdf;165420_CIMUNIC-17bz23a332dAM.pdf;""
A507;AVELENGO;4;01/02/2023;09/02/2023;BZ;Trentino alto adige;166858_CIMUNIC-17bz23a507d.pdf;166858_CIMUNIC-17bz23a507dAM.pdf;""
A507;AVELENGO;38;21/12/2022;04/01/2023;BZ;Trentino alto adige;165576_CIMUNIC-17bz23a507d.pdf;165576_CIMUNIC-17bz23a507dAM.pdf;""
A537;BADIA;3;31/01/2023;08/03/2023;BZ;Trentino alto adige;167622_CIMUNIC-17bz23a537d.pdf;167622_CIMUNIC-17bz23a537dAM.pdf;""
A635;BARBIANO;4;28/02/2023;04/01/2024;BZ;Trentino alto adige;178607_CIMUNIC-17bz23a635d.pdf;178607_CIMUNIC-17bz23a635dAM.pdf;""
A952;BOLZANO;6;24/01/2023;03/02/2023;BZ;Trentino alto adige;166676_CIMUNIC-17bz23a952d.pdf;166676_CIMUNIC-17bz23a952dAM.pdf;""
A952;BOLZANO;15;21/03/2023;24/03/2023;BZ;Trentino alto adige;168157_CIMUNIC-17bz23a952d.pdf;168157_CIMUNIC-17bz23a952dAM.pdf;""
B116;BRAIES;12;20/04/2023;04/05/2023;BZ;Trentino alto adige;169704_CIMUNIC-17bz23b116d.pdf;169704_CIMUNIC-17bz23b116dAM.pdf;""
B116;BRAIES;46;27/12/2022;11/05/2023;BZ;Trentino alto adige;170299_CIMUNIC-17bz23b116d.pdf;170299_CIMUNIC-17bz23b116dAM.pdf;""
B145;BRENNERO;6;24/03/2023;29/03/2023;BZ;Trentino alto adige;168329_CIMUNIC-17bz23b145d.pdf;168329_CIMUNIC-17bz23b145dAM.pdf;""
B160;BRESSANONE;64;21/12/2022;18/01/2023;BZ;Trentino alto adige;166061_CIMUNIC-17bz23b160d.pdf;166061_CIMUNIC-17bz23b160dAM.pdf;""
B203;BRONZOLO;8;15/02/2023;22/02/2023;BZ;Trentino alto adige;167182_CIMUNIC-17bz23b203d.pdf;167182_CIMUNIC-17bz23b203dAM.pdf;""
B220;BRUNICO;33;30/11/2022;05/01/2023;BZ;Trentino alto adige;165705_CIMUNIC-17bz23b220d.pdf;165705_CIMUNIC-17bz23b220dAM.pdf;""
B220;BRUNICO;7;29/03/2023;18/05/2023;BZ;Trentino alto adige;170576_CIMUNIC-17bz23b220d.pdf;170576_CIMUNIC-17bz23b220dAM.pdf;""
B364;CAINES;3;29/03/2023;05/04/2023;BZ;Trentino alto adige;168592_CIMUNIC-17bz23b364d.pdf;168592_CIMUNIC-17bz23b364dAM.pdf;""
B364;CAINES;17;21/12/2022;23/01/2023;BZ;Trentino alto adige;166258_CIMUNIC-17bz23b364d.pdf;166258_CIMUNIC-17bz23b364dAM.pdf;""
B397;CALDARO SULLA STRADA DEL VINO;12;27/03/2023;31/03/2023;BZ;Trentino alto adige;168427_CIMUNIC-17bz23b397d.pdf;168427_CIMUNIC-17bz23b397dAM.pdf;""
B397;CALDARO SULLA STRADA DEL VINO;76;27/12/2022;04/01/2023;BZ;Trentino alto adige;165712_CIMUNIC-17bz23b397d.pdf;165712_CIMUNIC-17bz23b397dAM.pdf;""
B529;CAMPO DI TRENS;59;22/12/2022;20/12/2023;BZ;Trentino alto adige;178395_CIMUNIC-17bz23b529d.pdf;178395_CIMUNIC-17bz23b529dAM.pdf;""
B529;CAMPO DI TRENS;5;30/03/2023;19/12/2023;BZ;Trentino alto adige;178385_CIMUNIC-17bz23b529d.pdf;178385_CIMUNIC-17bz23b529dAM.pdf;""
B570;CAMPO TURES;2;29/12/2022;24/01/2023;BZ;Trentino alto adige;166287_CIMUNIC-17bz23b570d.pdf;166287_CIMUNIC-17bz23b570dAM.pdf;""
B570;CAMPO TURES;15;23/03/2023;17/05/2023;BZ;Trentino alto adige;170449_CIMUNIC-17bz23b570d.pdf;170449_CIMUNIC-17bz23b570dAM.pdf;""
C062;CASTELBELLO-CIARDES;11;09/02/2023;08/03/2023;BZ;Trentino alto adige;167635_CIMUNIC-17bz23c062d.pdf;167635_CIMUNIC-17bz23c062dAM.pdf;""
C254;CASTELROTTO;6;09/01/2023;16/01/2023;BZ;Trentino alto adige;165999_CIMUNIC-17bz23c254d.pdf;165999_CIMUNIC-17bz23c254dAM.pdf;""
C254;CASTELROTTO;49;27/03/2023;31/03/2023;BZ;Trentino alto adige;168409_CIMUNIC-17bz23c254d.pdf;168409_CIMUNIC-17bz23c254dAM.pdf;""
C625;CHIENES;40;29/12/2022;11/01/2023;BZ;Trentino alto adige;165894_CIMUNIC-17bz23c625d.pdf;165894_CIMUNIC-17bz23c625dAM.pdf;""
C625;CHIENES;05;21/03/2023;29/03/2023;BZ;Trentino alto adige;168367_CIMUNIC-17bz23c625d.pdf;168367_CIMUNIC-17bz23c625dAM.pdf;""
C652;CHIUSA;11;29/03/2023;11/04/2023;BZ;Trentino alto adige;168669_CIMUNIC-17bz23c652d.pdf;168669_CIMUNIC-17bz23c652dAM.pdf;""
B799;CORNEDO ALL'ISARCO;3;30/01/2023;08/03/2023;BZ;Trentino alto adige;167640_CIMUNIC-17bz23b799d.pdf;167640_CIMUNIC-17bz23b799dAM.pdf;""
D048;CORTACCIA SULLA STRADA DEL VINO;2;10/01/2023;30/01/2023;BZ;Trentino alto adige;166480_CIMUNIC-17bz23d048d.pdf;166480_CIMUNIC-17bz23d048dAM.pdf;""
D079;CORVARA IN BADIA;37;30/12/2022;21/12/2023;BZ;Trentino alto adige;178430_CIMUNIC-17bz23d079d.pdf;178430_CIMUNIC-17bz23d079dAM.pdf;""
D222;CURON VENOSTA;43;27/12/2022;29/12/2022;BZ;Trentino alto adige;165568_CIMUNIC-17bz23d222d.pdf;165568_CIMUNIC-17bz23d222dAM.pdf;""
D222;CURON VENOSTA;11;20/03/2023;22/03/2023;BZ;Trentino alto adige;168096_CIMUNIC-17bz23d222d.pdf;168096_CIMUNIC-17bz23d222dAM.pdf;""
D311;DOBBIACO;10;14/03/2023;23/05/2023;BZ;Trentino alto adige;170896_CIMUNIC-17bz23d311d.pdf;170896_CIMUNIC-17bz23d311dAM.pdf;""
D311;DOBBIACO;33;30/11/2022;23/05/2023;BZ;Trentino alto adige;170955_CIMUNIC-17bz23d311d.pdf;170955_CIMUNIC-17bz23d311dAM.pdf;""
D392;EGNA;14;30/03/2023;11/04/2023;BZ;Trentino alto adige;168683_CIMUNIC-17bz23d392d.pdf;168683_CIMUNIC-17bz23d392dAM.pdf;""
D484;FALZES;42;20/12/2022;20/01/2023;BZ;Trentino alto adige;166189_CIMUNIC-17bz23d484d.pdf;166189_CIMUNIC-17bz23d484dAM.pdf;""
D484;FALZES;14;30/03/2023;03/04/2023;BZ;Trentino alto adige;168504_CIMUNIC-17bz23d484d.pdf;168504_CIMUNIC-17bz23d484dAM.pdf;""
D571;FIE' ALLO SCILIAR;15;27/03/2023;05/05/2023;BZ;Trentino alto adige;169919_CIMUNIC-17bz23d571d.pdf;169919_CIMUNIC-17bz23d571dAM.pdf;""
D571;FIE' ALLO SCILIAR;49;29/12/2022;27/01/2023;BZ;Trentino alto adige;166448_CIMUNIC-17bz23d571d.pdf;166448_CIMUNIC-17bz23d571dAM.pdf;""
D821;FUNES;69;28/12/2022;16/02/2023;BZ;Trentino alto adige;167094_CIMUNIC-17bz23d821d.pdf;167094_CIMUNIC-17bz23d821dAM.pdf;""
D821;FUNES;2;01/02/2023;16/02/2023;BZ;Trentino alto adige;167087_CIMUNIC-17bz23d821d.pdf;167087_CIMUNIC-17bz23d821dAM.pdf;""
D860;GAIS;7;23/03/2023;26/04/2023;BZ;Trentino alto adige;169444_CIMUNIC-17bz23d860d.pdf;169444_CIMUNIC-17bz23d860dAM.pdf;""
D860;GAIS;26;28/11/2022;19/01/2023;BZ;Trentino alto adige;166125_CIMUNIC-17bz23d860d.pdf;166125_CIMUNIC-17bz23d860dAM.pdf;""
D923;GARGAZZONE;23;28/12/2022;19/01/2023;BZ;Trentino alto adige;166123_CIMUNIC-17bz23d923d.pdf;166123_CIMUNIC-17bz23d923dAM.pdf;""
E069;GLORENZA;33;28/12/2022;16/01/2023;BZ;Trentino alto adige;165961_CIMUNIC-17bz23e069d.pdf;165961_CIMUNIC-17bz23e069dAM.pdf;""
E069;GLORENZA;28;22/12/2023;22/01/2024;BZ;Trentino alto adige;179783_CIMUNIC-17bz23e069d.pdf;179783_CIMUNIC-17bz23e069dAM.pdf;""
E491;LA VALLE;30;20/12/2022;04/01/2023;BZ;Trentino alto adige;165709_CIMUNIC-17bz23e491d.pdf;165709_CIMUNIC-17bz23e491dAM.pdf;""
E491;LA VALLE;3;07/02/2023;09/02/2023;BZ;Trentino alto adige;166846_CIMUNIC-17bz23e491d.pdf;166846_CIMUNIC-17bz23e491dAM.pdf;""
E398;LACES;12;27/02/2023;01/03/2023;BZ;Trentino alto adige;167424_CIMUNIC-17bz23e398d.pdf;167424_CIMUNIC-17bz23e398dAM.pdf;""
E412;LAGUNDO;2;30/01/2023;08/02/2023;BZ;Trentino alto adige;166828_CIMUNIC-17bz23e412d.pdf;166828_CIMUNIC-17bz23e412dAM.pdf;""
E420;LAION;2;20/03/2023;17/04/2023;BZ;Trentino alto adige;168947_CIMUNIC-17bz23e420d.pdf;168947_CIMUNIC-17bz23e420dAM.pdf;""
E421;LAIVES;7;07/03/2023;03/05/2023;BZ;Trentino alto adige;169707_CIMUNIC-17bz23e421d.pdf;169707_CIMUNIC-17bz23e421dAM.pdf;""
E434;LANA;33;22/12/2022;04/01/2023;BZ;Trentino alto adige;165570_CIMUNIC-17bz23e434d.pdf;165570_CIMUNIC-17bz23e434dAM.pdf;""
E434;LANA;6;02/03/2023;03/04/2023;BZ;Trentino alto adige;168499_CIMUNIC-17bz23e434d.pdf;168499_CIMUNIC-17bz23e434dAM.pdf;""
E457;LASA;70;29/12/2022;04/01/2023;BZ;Trentino alto adige;165707_CIMUNIC-17bz23e457d.pdf;165707_CIMUNIC-17bz23e457dAM.pdf;""
E457;LASA;5;29/03/2023;17/04/2023;BZ;Trentino alto adige;169044_CIMUNIC-17bz23e457d.pdf;169044_CIMUNIC-17bz23e457dAM.pdf;""
E481;LAUREGNO;34;29/12/2022;20/03/2023;BZ;Trentino alto adige;168009_CIMUNIC-17bz23e481d.pdf;168009_CIMUNIC-17bz23e481dAM.pdf;""
E481;LAUREGNO;3;09/02/2023;13/03/2023;BZ;Trentino alto adige;167766_CIMUNIC-17bz23e481d.pdf;167766_CIMUNIC-17bz23e481dAM.pdf;""
E764;LUSON;36;15/12/2022;23/01/2023;BZ;Trentino alto adige;166144_CIMUNIC-17bz23e764d.pdf;166144_CIMUNIC-17bz23e764dAM.pdf;""
E829;MAGRE' SULLA STRADA DEL VINO;41;28/12/2022;06/02/2023;BZ;Trentino alto adige;166724_CIMUNIC-17bz23e829d.pdf;166724_CIMUNIC-17bz23e829dAM.pdf;""
E862;MALLES VENOSTA;41;20/12/2022;10/01/2023;BZ;Trentino alto adige;165803_CIMUNIC-17bz23e862d.pdf;165803_CIMUNIC-17bz23e862dAM.pdf;""
E862;MALLES VENOSTA;10;22/03/2023;28/03/2023;BZ;Trentino alto adige;168262_CIMUNIC-17bz23e862d.pdf;168262_CIMUNIC-17bz23e862dAM.pdf;""
E938;MAREBBE;7;08/02/2023;21/02/2023;BZ;Trentino alto adige;167176_CIMUNIC-17bz23e938d.pdf;167176_CIMUNIC-17bz23e938dAM.pdf;""
E959;MARLENGO;36;30/12/2022;01/03/2023;BZ;Trentino alto adige;167443_CIMUNIC-17bz23e959d.pdf;167443_CIMUNIC-17bz23e959dAM.pdf;""
E959;MARLENGO;07;28/03/2023;26/04/2023;BZ;Trentino alto adige;169355_CIMUNIC-17bz23e959d.pdf;169355_CIMUNIC-17bz23e959dAM.pdf;""
F118;MELTINA;22;22/12/2022;07/02/2023;BZ;Trentino alto adige;166798_CIMUNIC-17bz23f118d.pdf;166798_CIMUNIC-17bz23f118dAM.pdf;""
F132;MERANO;100;20/12/2022;20/02/2023;BZ;Trentino alto adige;167062_CIMUNIC-17bz23f132d.pdf;167062_CIMUNIC-17bz23f132dAM.pdf;""
F132;MERANO;13;13/02/2023;22/05/2023;BZ;Trentino alto adige;170727_CIMUNIC-17bz23f132d.pdf;170727_CIMUNIC-17bz23f132dAM.pdf;""
F371;MONGUELFO TESIDO;2;31/01/2023;06/02/2023;BZ;Trentino alto adige;166764_CIMUNIC-17bz23f371d.pdf;166764_CIMUNIC-17bz23f371dAM.pdf;""
F371;MONGUELFO TESIDO;46;14/12/2022;10/01/2023;BZ;Trentino alto adige;165820_CIMUNIC-17bz23f371d.pdf;165820_CIMUNIC-17bz23f371dAM.pdf;""
F392;MONTAGNA SULLA STRADA DEL VINO;51;21/12/2022;13/01/2023;BZ;Trentino alto adige;165946_CIMUNIC-17bz23f392d.pdf;165946_CIMUNIC-17bz23f392dAM.pdf;""
F392;MONTAGNA SULLA STRADA DEL VINO;2;30/01/2023;31/01/2023;BZ;Trentino alto adige;166556_CIMUNIC-17bz23f392d.pdf;166556_CIMUNIC-17bz23f392dAM.pdf;""
F766;MOSO IN PASSIRIA;9;11/02/2023;13/03/2023;BZ;Trentino alto adige;167764_CIMUNIC-17bz23f766d.pdf;167764_CIMUNIC-17bz23f766dAM.pdf;""
F766;MOSO IN PASSIRIA;49;15/12/2022;13/03/2023;BZ;Trentino alto adige;167779_CIMUNIC-17bz23f766d.pdf;167779_CIMUNIC-17bz23f766dAM.pdf;""
F836;NALLES;56;27/12/2022;10/01/2023;BZ;Trentino alto adige;165850_CIMUNIC-17bz23f836d.pdf;165850_CIMUNIC-17bz23f836dAM.pdf;""
F836;NALLES;10;29/03/2023;11/04/2023;BZ;Trentino alto adige;168706_CIMUNIC-17bz23f836d.pdf;168706_CIMUNIC-17bz23f836dAM.pdf;""
F849;NATURNO;62;19/12/2022;09/03/2023;BZ;Trentino alto adige;167698_CIMUNIC-17bz23f849d.pdf;167698_CIMUNIC-17bz23f849dAM.pdf;""
F849;NATURNO;14;20/03/2023;12/05/2023;BZ;Trentino alto adige;170372_CIMUNIC-17bz23f849d.pdf;170372_CIMUNIC-17bz23f849dAM.pdf;""
F949;NOVA LEVANTE;17;28/03/2023;06/04/2023;BZ;Trentino alto adige;168674_CIMUNIC-17bz23f949d.pdf;168674_CIMUNIC-17bz23f949dAM.pdf;""
F949;NOVA LEVANTE;58;23/12/2022;09/01/2023;BZ;Trentino alto adige;165808_CIMUNIC-17bz23f949d.pdf;165808_CIMUNIC-17bz23f949dAM.pdf;""
F950;NOVA PONENTE;67;19/12/2022;04/01/2023;BZ;Trentino alto adige;165623_CIMUNIC-17bz23f950d.pdf;165623_CIMUNIC-17bz23f950dAM.pdf;""
G083;ORA;8;22/02/2023;13/03/2023;BZ;Trentino alto adige;167800_CIMUNIC-17bz23g083d.pdf;167800_CIMUNIC-17bz23g083dAM.pdf;""
G083;ORA;42;21/12/2022;11/01/2023;BZ;Trentino alto adige;165907_CIMUNIC-17bz23g083d.pdf;165907_CIMUNIC-17bz23g083dAM.pdf;""
G140;ORTISEI;38;24/11/2022;04/01/2023;BZ;Trentino alto adige;165465_CIMUNIC-17bz23g140d.pdf;165465_CIMUNIC-17bz23g140dAM.pdf;""
G328;PARCINES;6;28/02/2023;23/03/2023;BZ;Trentino alto adige;168121_CIMUNIC-17bz23g328d.pdf;168121_CIMUNIC-17bz23g328dAM.pdf;""
G328;PARCINES;36;27/12/2022;13/01/2023;BZ;Trentino alto adige;165949_CIMUNIC-17bz23g328d.pdf;165949_CIMUNIC-17bz23g328dAM.pdf;""
G299;PLAUS;2;09/03/2023;14/03/2023;BZ;Trentino alto adige;167833_CIMUNIC-17bz23g299d.pdf;167833_CIMUNIC-17bz23g299dAM.pdf;""
G299;PLAUS;23;29/12/2022;02/03/2023;BZ;Trentino alto adige;167485_CIMUNIC-17bz23g299d.pdf;167485_CIMUNIC-17bz23g299dAM.pdf;""
G936;POSTAL;28;21/12/2022;02/02/2023;BZ;Trentino alto adige;166656_CIMUNIC-17bz23g936d.pdf;166656_CIMUNIC-17bz23g936dAM.pdf;""
G936;POSTAL;4;28/03/2023;06/04/2023;BZ;Trentino alto adige;168656_CIMUNIC-17bz23g936d.pdf;168656_CIMUNIC-17bz23g936dAM.pdf;""
H004;PRATO ALLO STELVIO;38;28/11/2022;22/02/2023;BZ;Trentino alto adige;167235_CIMUNIC-17bz23h004d.pdf;167235_CIMUNIC-17bz23h004dAM.pdf;""
H019;PREDOI;4;06/02/2023;02/03/2023;BZ;Trentino alto adige;167482_CIMUNIC-17bz23h019d.pdf;167482_CIMUNIC-17bz23h019dAM.pdf;""
H081;PROVES;26;27/12/2022;13/03/2023;BZ;Trentino alto adige;167789_CIMUNIC-17bz23h081d.pdf;167789_CIMUNIC-17bz23h081dAM.pdf;""
H081;PROVES;3;07/02/2023;13/03/2023;BZ;Trentino alto adige;167774_CIMUNIC-17bz23h081d.pdf;167774_CIMUNIC-17bz23h081dAM.pdf;""
H152;RACINES;4;07/02/2023;07/03/2023;BZ;Trentino alto adige;167603_CIMUNIC-17bz23h152d.pdf;167603_CIMUNIC-17bz23h152dAM.pdf;""
H152;RACINES;41;19/12/2022;08/03/2023;BZ;Trentino alto adige;167655_CIMUNIC-17bz23h152d.pdf;167655_CIMUNIC-17bz23h152dAM.pdf;""
H189;RASUN ANTERSELVA;48;30/11/2022;13/01/2023;BZ;Trentino alto adige;165948_CIMUNIC-17bz23h189d.pdf;165948_CIMUNIC-17bz23h189dAM.pdf;""
H189;RASUN ANTERSELVA;4;23/03/2023;06/04/2023;BZ;Trentino alto adige;168665_CIMUNIC-17bz23h189d.pdf;168665_CIMUNIC-17bz23h189dAM.pdf;""
H236;RENON;44;29/11/2022;04/01/2023;BZ;Trentino alto adige;165668_CIMUNIC-17bz23h236d.pdf;165668_CIMUNIC-17bz23h236dAM.pdf;""
H236;RENON;14;29/03/2023;03/04/2023;BZ;Trentino alto adige;168462_CIMUNIC-17bz23h236d.pdf;168462_CIMUNIC-17bz23h236dAM.pdf;""
H284;RIFIANO;5;13/02/2023;08/03/2023;BZ;Trentino alto adige;167621_CIMUNIC-17bz23h284d.pdf;167621_CIMUNIC-17bz23h284dAM.pdf;""
